Year,Latdef,Londef,Mwdef
1862,46.250,7.870,3.50
1862,46.737,12.384,4.74
1863,41.488,13.831,4.93
1863,40.750,13.917,4.93
1864,44.337,11.059,4.90
1864,41.667,15.917,4.72
1864,44.042,11.282,5.11
1864,41.835,15.567,4.72
1865,47.500,12.000,4.72
1865,43.282,12.312,5.14
1866,46.050,14.500,4.51
1866,47.150,10.017,4.72
1866,45.737,10.797,4.92
1867,40.750,13.917,4.72
1867,37.933,14.367,4.72
1867,43.321,11.328,4.51
1868,45.740,10.802,4.67
1868,45.888,10.869,4.45
1868,42.870,11.538,4.51
1869,43.337,11.332,4.51
1869,43.337,11.332,4.86
1869,41.717,15.750,5.14
1869,44.314,11.116,5.42
1869,43.453,11.105,4.94
1869,46.350,14.167,5.14
1869,38.690,16.221,4.66
1869,45.737,7.313,4.09
1869,44.500,10.750,4.93
1870,43.550,13.471,5.10
1870,45.400,14.400,5.57
1870,39.220,16.331,6.10
1870,44.133,12.062,5.58
1871,39.150,16.233,4.93
1871,43.301,10.619,5.16
1871,41.917,15.633,5.14
1871,43.424,11.352,4.64
1872,46.100,13.433,4.93
1872,47.300,11.400,4.72
1872,39.300,16.250,5.14
1872,46.690,10.120,4.90
1872,41.500,13.833,4.72
1873,43.089,13.244,5.95
1873,44.612,10.701,5.09
1873,46.159,12.383,6.32
1873,41.686,13.778,5.35
1873,39.300,16.250,5.14
1873,44.497,10.283,5.43
1873,46.146,12.222,4.09
1873,41.417,13.967,5.14
1874,43.367,13.667,4.72
1874,42.350,13.400,4.51
1874,37.883,14.950,5.14
1874,44.168,11.589,5.02
1874,45.960,7.760,5.10
1874,41.655,13.827,5.52
1875,44.033,11.800,4.72
1875,44.210,12.572,5.93
1875,46.146,12.222,3.87
1875,41.689,15.677,5.98
1876,46.133,12.290,3.87
1876,45.754,10.781,4.89
1876,,,
1876,,,
1876,,,
1876,42.750,12.700,4.93
1876,37.817,13.300,5.14
1876,,,
1876,,,
1876,38.100,15.650,5.14
1876,41.683,13.750,5.14
1876,46.500,13.300,4.51
1876,41.827,12.784,4.94
1877,46.450,13.300,4.93
1877,43.667,11.833,4.72
1877,46.417,13.017,4.51
1877,41.744,12.754,4.43
1877,41.710,13.351,5.23
1877,45.761,10.808,4.56
1877,46.067,6.317,5.14
1877,46.030,7.750,4.80
1877,42.297,12.114,4.51
1878,45.983,14.217,4.51
1878,44.673,7.334,4.09
1878,42.750,13.000,4.72
1878,44.424,11.543,5.06
1878,,,
1878,46.780,10.320,3.90
1878,,,
1878,44.439,7.356,4.89
1878,44.218,10.037,5.06
1878,42.843,12.675,5.42
1878,37.266,14.691,4.39
1878,44.250,11.500,5.14
1879,46.500,14.600,4.72
1879,46.167,14.417,4.72
1879,45.616,10.540,4.83
1879,42.766,13.043,5.57
1879,44.168,11.587,5.05
1879,46.139,13.226,4.79
1879,46.167,14.317,4.93
1879,46.200,6.650,5.14
1880,46.220,7.800,5.20
1880,44.200,11.800,4.51
1880,40.800,13.467,5.14
1880,47.400,11.300,4.72
1880,37.933,14.367,4.93
1881,44.401,11.348,5.16
1881,,,
1881,45.750,14.083,4.93
1881,44.270,11.958,4.95
1881,,,
1881,46.300,7.920,4.30
1881,40.747,13.895,5.36
1881,42.813,12.715,4.66
1881,39.367,16.050,4.72
1881,46.417,13.017,4.72
1881,45.217,6.200,4.51
1881,45.317,6.267,5.14
1881,45.217,6.200,4.72
1881,42.231,14.284,5.59
1881,44.143,12.189,4.82
1881,46.900,13.500,4.72
1881,46.300,6.970,4.60
1882,42.627,11.828,4.72
1882,47.440,10.640,4.10
1882,42.291,14.347,5.21
1882,44.660,9.085,4.99
1882,45.878,9.926,4.91
1882,38.000,15.500,4.72
1882,42.700,13.000,4.93
1882,41.558,14.204,5.27
1882,46.000,14.250,5.14
1882,42.979,13.875,5.02
1882,45.710,10.770,4.99
1883,44.604,7.401,4.37
1883,41.831,12.828,5.14
1883,41.517,13.767,4.72
1883,39.300,16.267,4.72
1883,40.744,13.885,5.79
1883,41.807,12.765,4.60
1883,46.040,12.361,4.61
1883,42.671,13.255,5.14
1884,42.665,13.953,4.60
1884,37.860,15.044,4.39
1884,41.720,12.671,4.72
1884,38.600,16.100,4.72
1884,41.767,12.717,4.72
1884,42.933,13.083,5.14
1884,45.547,9.770,4.85
1884,44.934,6.623,5.33
1884,45.880,6.330,4.30
1884,46.500,13.583,4.51
1885,43.867,8.017,4.51
1885,45.208,10.169,5.19
1885,41.483,13.800,4.72
1885,41.820,13.102,4.66
1885,46.570,7.380,5.00
1885,42.521,12.844,4.87
1885,44.260,7.465,4.09
1885,41.133,14.800,5.14
1885,46.220,7.350,4.30
1885,41.543,14.679,5.53
1885,45.997,12.320,5.18
1886,41.713,12.680,4.72
1886,39.338,16.191,5.55
1886,41.567,13.333,4.72
1886,45.036,7.306,5.25
1886,42.025,12.995,4.51
1886,46.610,10.050,4.70
1886,44.750,10.306,4.70
1886,47.320,10.840,5.10
1887,42.333,13.400,4.72
1887,43.715,8.161,6.97
1887,44.458,7.093,4.30
1887,45.822,11.860,4.77
1887,41.995,13.482,4.09
1887,45.827,9.361,4.12
1887,43.525,13.170,4.58
1887,44.288,11.881,4.33
1887,44.576,7.276,4.09
1887,43.750,11.216,4.54
1887,39.564,16.221,5.49
1888,38.800,15.217,5.14
1888,42.667,13.750,5.14
1888,37.800,14.200,4.72
1889,38.950,16.517,4.72
1889,46.250,14.600,4.72
1889,44.355,11.314,4.73
1889,42.300,12.667,4.72
1889,38.067,16.100,5.14
1889,46.400,13.000,4.72
1889,41.517,13.767,4.51
1889,38.583,14.583,5.14
1889,42.572,11.783,4.51
1889,46.000,14.050,4.51
1889,41.800,14.100,4.72
1889,38.683,15.900,4.51
1889,46.400,13.000,5.14
1889,42.167,13.700,4.51
1889,41.683,12.883,4.72
1889,41.830,15.688,5.69
1889,43.898,11.643,4.30
1890,43.483,11.167,4.51
1890,46.215,12.385,4.96
1890,44.000,11.250,4.51
1890,36.777,11.994,4.37
1891,46.300,7.250,3.90
1891,38.800,15.217,5.14
1891,43.933,10.667,4.51
1891,41.804,13.483,4.50
1891,45.564,11.165,5.86
1891,45.430,10.767,4.60
1891,38.550,14.833,5.14
1891,42.867,12.800,4.72
1891,44.417,11.933,4.72
1891,41.489,13.822,4.51
1891,46.830,10.320,4.30
1891,36.822,11.955,4.51
1891,43.417,12.133,4.72
1891,46.183,8.283,4.30
1891,46.139,9.829,4.43
1892,45.593,10.483,5.02
1892,46.150,12.322,4.28
1892,42.217,13.150,4.51
1892,41.725,12.712,5.15
1892,37.150,14.700,4.51
1892,45.569,7.797,4.90
1892,38.552,14.605,5.29
1892,41.762,16.097,4.98
1892,43.867,7.833,4.72
1892,44.450,10.517,4.72
1892,42.122,15.503,5.06
1892,46.102,12.594,4.71
1892,46.121,12.358,4.09
1892,38.233,15.200,4.51
1892,45.566,11.204,4.91
1892,40.933,12.867,4.72
1892,43.480,12.273,4.49
1892,44.219,7.556,4.01
1892,44.245,11.387,4.52
1892,,,
1893,44.300,7.150,4.51
1893,40.583,15.417,5.14
1893,38.800,15.200,4.72
1893,41.717,12.667,4.51
1893,38.001,15.028,4.87
1893,38.200,13.200,4.72
1893,41.713,16.075,5.36
1893,46.181,12.265,4.60
1894,45.584,11.140,4.77
1894,37.926,15.076,4.28
1894,36.800,12.000,4.72
1894,41.850,15.331,4.75
1894,39.995,16.036,5.08
1894,38.550,14.833,5.14
1894,42.018,12.911,4.20
1894,38.288,15.870,6.07
1894,45.564,10.123,5.07
1894,46.006,11.821,4.51
1894,43.533,10.250,4.51
1894,38.560,14.581,5.18
1895,46.100,14.500,4.93
1895,41.017,14.617,4.72
1895,46.100,12.454,4.49
1895,38.283,15.567,4.51
1895,44.685,11.987,4.74
1895,41.500,13.783,4.72
1895,37.075,14.694,4.89
1895,46.131,14.533,6.23
1895,43.703,11.264,5.43
1895,42.750,12.700,5.14
1895,45.008,11.960,4.11
1895,,,
1895,45.943,12.073,5.03
1895,42.333,13.533,4.72
1895,44.700,12.183,4.72
1895,40.297,15.913,4.35
1895,38.300,15.983,4.72
1895,44.250,10.750,4.72
1895,42.150,14.900,4.72
1895,42.717,13.017,4.72
1895,44.027,11.818,4.56
1895,38.583,16.383,4.72
1895,45.764,10.809,4.30
1895,43.467,11.067,4.93
1895,43.167,13.700,4.72
1895,41.766,12.440,4.85
1895,45.649,11.155,4.30
1895,38.267,15.550,4.51
1895,43.700,8.050,4.72
1896,42.533,12.550,4.72
1896,43.867,12.200,4.51
1896,38.267,15.883,4.72
1896,41.733,15.967,4.72
1896,36.977,14.889,4.21
1896,44.133,10.933,4.72
1896,38.100,16.150,4.72
1896,46.480,6.770,4.30
1896,43.897,7.869,4.92
1896,46.500,13.333,4.72
1896,44.250,10.750,4.72
1897,42.750,12.883,5.14
1897,45.816,11.152,4.38
1897,46.183,14.500,4.72
1897,37.500,15.400,4.72
1897,47.300,11.400,4.72
1897,43.167,12.600,4.93
1897,41.500,14.033,4.72
1897,42.167,14.200,4.51
1897,46.000,14.500,5.57
1897,38.500,13.167,4.72
1897,43.467,11.000,4.93
1897,36.250,15.000,4.51
1897,45.859,12.002,4.54
1897,41.667,13.383,4.51
1897,43.533,12.567,4.72
1897,46.058,14.503,5.25
1897,43.617,10.617,4.72
1897,43.833,11.000,4.93
1897,42.983,12.683,4.51
1897,46.780,9.570,4.30
1897,43.706,12.966,5.46
1897,43.933,7.817,4.30
1897,43.000,13.500,4.51
1897,43.033,11.700,4.72
1897,39.250,16.700,4.72
1897,43.496,12.378,5.13
1898,44.645,11.771,4.79
1898,43.917,11.917,4.72
1898,46.100,13.450,5.14
1898,44.655,10.260,5.41
1898,46.050,14.500,4.93
1898,39.100,16.400,4.72
1898,,,
1898,46.600,7.680,4.80
1898,42.415,12.905,5.49
1898,38.181,15.386,4.89
1898,42.910,12.973,5.04
1898,46.150,14.633,4.51
1898,,,
1898,38.167,14.867,4.93
1898,37.259,14.546,4.80
1898,45.636,10.459,4.45
1898,43.667,12.300,4.51
1898,41.233,15.000,4.72
1898,43.100,12.967,4.72
1899,41.500,13.783,4.51
1899,46.183,14.500,4.51
1899,42.817,12.950,4.93
1899,40.783,13.417,4.72
1899,42.500,12.500,4.51
1899,47.300,10.500,4.70
1899,43.250,13.500,4.72
1899,43.958,11.117,5.06
1899,38.583,14.800,4.51
1899,43.833,11.950,4.51
1899,41.798,12.686,5.13
1899,46.600,14.600,4.93
1899,41.143,15.337,4.65
1899,46.150,14.383,4.93
1899,40.555,15.654,4.57
1900,42.300,13.967,4.76
1900,45.850,12.067,5.13
1900,44.452,7.620,4.26
1900,43.800,7.933,4.76
1900,42.583,12.768,4.36
1900,42.650,13.650,4.76
1900,42.833,12.583,4.55
1900,45.416,7.502,4.30
1900,43.483,11.300,4.55
1900,41.917,15.333,4.55
1900,41.744,13.575,4.16
1901,42.267,13.900,4.72
1901,42.719,12.113,4.30
1901,45.000,11.100,4.72
1901,45.167,7.167,4.51
1901,44.333,7.500,4.72
1901,44.317,7.483,4.72
1901,42.100,12.736,5.21
1901,44.923,7.567,4.81
1901,42.550,12.217,4.72
1901,38.900,16.600,4.72
1901,41.719,13.750,5.23
1901,42.750,12.717,4.72
1901,43.617,10.950,4.72
1901,43.833,13.000,4.51
1901,42.233,13.983,4.72
1901,45.582,10.493,5.70
1901,38.600,16.100,4.51
1902,45.667,14.217,4.51
1902,44.093,10.463,4.96
1902,41.800,12.683,4.72
1902,42.800,12.600,4.72
1902,46.900,11.300,4.72
1902,43.643,11.832,4.63
1902,41.383,14.000,4.51
1902,44.200,10.200,5.14
1902,41.733,13.350,4.72
1902,42.358,12.841,4.80
1902,44.200,10.200,4.51
1902,41.033,14.600,4.51
1902,42.839,11.602,4.86
1903,36.903,15.014,4.58
1903,46.017,14.217,4.93
1903,44.300,7.050,4.51
1903,43.883,8.100,4.51
1903,41.034,14.557,4.73
1903,42.400,12.867,4.51
1903,42.635,12.041,4.51
1903,37.150,14.400,4.51
1903,44.329,9.953,5.25
1903,45.750,14.167,4.51
1903,42.794,13.074,4.89
1903,41.100,14.767,4.72
1904,42.097,13.316,5.58
1904,,,
1904,44.490,10.640,5.05
1904,,,
1904,,,
1904,46.500,13.800,5.05
1904,,,
1904,,,
1904,,,
1904,41.706,15.728,4.91
1904,41.467,13.983,4.72
1904,44.200,10.842,5.03
1904,43.067,12.633,4.51
1904,44.917,6.667,5.15
1904,38.550,14.833,4.72
1904,41.100,14.900,4.93
1904,43.000,13.300,4.72
1904,42.883,11.550,4.51
1904,45.300,14.600,5.14
1904,42.933,12.700,4.51
1904,46.283,12.517,4.72
1904,41.932,13.918,4.60
1904,46.017,14.250,4.51
1904,43.867,7.733,4.30
1904,43.964,10.820,5.15
1905,44.900,6.600,4.72
1905,46.250,13.750,4.51
1905,42.862,11.558,4.66
1905,40.951,14.806,4.90
1905,46.016,7.011,5.63
1905,44.550,7.717,4.72
1905,40.525,15.599,4.41
1905,45.983,7.017,5.03
1905,41.700,15.500,4.72
1905,42.019,14.026,5.16
1905,38.819,15.943,7.04
1905,47.000,11.500,4.51
1905,41.134,15.028,5.21
1905,43.117,13.250,4.51
1905,46.200,7.000,4.30
1905,42.833,12.567,4.51
1905,46.810,9.480,4.72
1905,46.880,9.430,5.10
1906,40.833,15.033,4.51
1906,42.767,13.533,4.51
1906,42.533,13.300,4.72
1906,41.750,12.667,4.72
1906,38.700,13.200,4.72
1906,38.050,15.100,4.72
1906,46.500,14.600,4.51
1906,43.446,11.137,4.50
1906,37.933,14.100,4.51
1906,46.400,13.000,4.72
1906,37.750,14.400,4.95
1906,38.806,15.235,4.55
1906,46.100,14.567,4.70
1906,42.400,13.100,4.72
1906,40.300,16.000,4.72
1906,43.962,7.801,4.52
1906,38.000,13.600,5.14
1906,44.401,9.586,4.44
1906,43.533,11.200,4.51
1907,38.021,13.552,4.36
1907,43.089,14.042,5.06
1907,40.900,13.000,4.72
1907,41.600,14.517,5.14
1907,46.512,10.482,4.72
1907,37.633,13.637,4.51
1907,45.318,11.073,4.91
1907,37.500,15.000,5.14
1907,46.117,14.600,4.72
1907,46.433,13.067,4.82
1907,41.889,14.065,4.46
1907,41.683,13.733,4.72
1907,38.087,15.986,5.87
1907,43.403,11.351,4.38
1907,40.800,14.900,4.72
1907,43.486,11.374,4.63
1907,41.867,14.083,5.14
1908,42.100,15.600,4.72
1908,42.350,13.400,4.72
1908,45.560,11.176,4.43
1908,39.128,16.313,4.72
1908,45.667,14.200,4.51
1908,45.623,11.207,4.96
1908,43.000,13.300,4.51
1908,40.517,16.550,4.72
1908,44.264,10.823,4.52
1908,41.883,14.050,4.72
1908,43.317,11.317,4.72
1908,44.835,11.329,4.27
1908,38.600,14.500,5.14
1908,46.465,13.191,5.38
1908,46.417,13.167,5.05
1908,46.450,13.200,4.86
1908,37.900,14.300,5.14
1908,44.400,13.800,4.72
1908,42.000,15.400,4.51
1908,41.567,13.800,4.72
1908,38.033,16.083,4.72
1908,43.267,11.750,4.72
1908,43.154,13.596,4.55
1908,38.059,15.036,5.13
1908,47.000,12.500,4.51
1908,38.146,15.687,7.10
1909,37.233,14.500,4.72
1909,38.806,15.235,4.93
1909,41.567,13.800,4.51
1909,44.579,11.688,5.53
1909,,,
1909,42.567,12.617,4.72
1909,46.283,6.717,4.72
1909,42.550,13.500,4.51
1909,44.500,10.500,4.72
1909,39.300,16.800,4.72
1909,43.917,8.117,4.72
1909,37.817,13.300,4.72
1909,,,
1909,41.567,13.800,4.51
1909,43.150,11.403,5.37
1909,43.133,11.200,5.17
1909,41.950,12.383,4.72
1909,42.550,11.750,4.72
1909,42.733,12.733,4.51
1909,44.833,7.250,4.51
1909,45.200,14.200,4.72
1909,38.167,15.583,5.14
1909,40.833,15.400,4.72
1909,37.900,13.100,5.14
1909,38.367,16.083,4.51
1910,44.900,9.633,4.51
1910,38.700,13.200,4.72
1910,38.200,13.200,4.72
1910,42.117,13.250,4.72
1910,42.583,12.983,4.72
1910,44.821,11.162,4.30
1910,38.867,16.517,4.51
1910,45.850,13.000,4.51
1910,40.200,16.000,4.72
1910,40.898,15.421,5.73
1910,37.850,14.150,4.72
1910,38.167,15.583,4.72
1910,42.742,12.929,4.86
1910,47.300,10.900,5.15
1910,40.177,16.248,4.74
1910,38.167,15.583,5.14
1910,38.600,16.033,4.51
1910,42.700,13.250,5.14
1910,41.483,13.800,4.51
1911,42.583,12.317,4.72
1911,46.500,13.300,4.69
1911,44.117,12.075,5.28
1911,38.167,15.583,4.72
1911,44.133,12.100,5.29
1911,44.061,12.507,5.00
1911,43.811,11.816,4.71
1911,41.817,12.667,4.65
1911,45.900,13.983,4.44
1911,42.367,13.400,4.72
1911,38.167,15.583,4.72
1911,47.300,11.700,4.51
1911,42.367,13.400,4.72
1911,43.436,11.343,5.19
1911,37.267,14.683,4.51
1911,46.800,12.300,4.51
1912,43.700,8.050,4.51
1912,37.751,14.102,4.69
1912,44.583,6.533,4.72
1912,40.800,14.800,4.51
1912,47.300,11.400,4.62
1912,43.567,12.500,4.51
1912,41.383,16.133,5.14
1912,41.700,13.667,4.72
1912,46.150,12.400,4.67
1912,44.050,11.167,4.51
1912,38.800,16.267,4.51
1912,38.167,15.583,5.19
1913,41.868,13.657,4.66
1913,38.333,16.100,4.51
1913,44.099,10.829,4.54
1913,45.517,14.367,5.14
1913,37.842,15.139,4.05
1913,38.983,16.267,4.72
1913,38.167,15.583,4.51
1913,39.531,16.239,5.66
1913,44.041,11.762,4.78
1913,44.333,7.333,4.51
1913,40.883,15.200,4.72
1913,43.800,11.900,4.72
1913,43.400,12.500,4.51
1913,47.100,11.700,5.11
1913,47.100,11.300,4.36
1913,47.100,11.300,4.67
1913,41.513,14.716,5.37
1913,44.551,10.195,4.84
1913,44.744,8.863,4.70
1913,44.750,8.500,4.69
1914,43.500,10.200,4.72
1914,45.617,14.167,4.51
1914,42.017,13.700,4.72
1914,37.883,14.950,4.72
1914,43.400,11.400,4.72
1914,41.471,13.898,4.46
1914,43.200,12.800,5.14
1914,47.300,11.500,4.93
1914,45.067,7.336,5.41
1914,45.083,7.333,4.89
1914,45.083,7.333,5.12
1914,43.911,10.598,5.76
1914,41.483,13.800,4.51
1914,41.583,14.250,5.14
1915,42.014,13.530,7.00
1915,41.983,13.600,4.90
1915,44.133,12.100,4.72
1915,41.983,13.600,4.85
1915,41.983,13.600,4.75
1915,,,
1915,41.767,12.717,4.83
1915,41.983,13.600,5.07
1915,41.983,13.600,5.11
1915,41.917,13.233,5.05
1915,,,
1915,43.012,12.893,4.94
1915,45.800,14.200,4.74
1915,43.078,12.463,4.60
1915,,,
1915,38.500,14.900,4.72
1915,41.983,13.600,4.72
1915,41.967,12.950,4.72
1915,,,
1915,46.100,7.060,4.66
1915,38.100,15.700,4.72
1915,42.700,13.000,4.72
1915,,,
1915,44.732,10.469,5.02
1915,42.529,12.655,4.68
1915,,,
1916,,,
1916,46.050,14.500,4.72
1916,45.200,14.800,5.57
1916,42.294,13.396,5.10
1916,44.141,12.725,5.95
1916,41.445,13.960,4.36
1916,,,
1916,38.806,15.235,4.93
1916,42.824,13.227,5.02
1916,44.100,10.500,4.72
1916,43.300,11.000,4.51
1916,44.167,12.917,5.09
1916,44.167,12.917,5.09
1916,44.167,12.917,4.54
1916,44.167,12.917,5.39
1916,44.167,12.917,5.40
1916,44.167,12.917,5.03
1916,44.167,12.917,4.88
1916,44.167,12.917,5.37
1916,44.167,12.917,4.95
1916,44.167,12.917,5.10
1916,43.800,12.800,4.72
1916,44.034,12.779,6.14
1916,44.167,12.917,5.50
1916,43.800,12.800,4.53
1916,44.167,12.917,5.36
1916,44.167,12.917,4.91
1916,44.167,12.917,5.05
1916,44.308,7.173,4.46
1916,44.167,12.917,4.68
1916,38.600,14.900,4.72
1916,42.833,12.567,4.51
1916,46.317,14.817,5.14
1916,42.646,13.169,5.53
1917,,,
1917,44.017,11.917,4.72
1917,38.700,13.167,4.72
1917,42.900,13.400,4.51
1917,43.467,12.129,5.89
1917,42.590,12.641,5.10
1917,39.283,16.317,4.86
1917,39.662,16.877,5.25
1917,41.717,13.633,4.72
1917,42.200,13.167,4.51
1917,42.950,12.717,4.51
1917,40.231,16.009,4.54
1917,42.537,12.030,4.34
1917,43.507,13.586,5.07
1917,41.483,13.817,4.72
1917,44.059,11.829,5.09
1917,46.460,9.780,5.00
1918,45.458,9.021,4.80
1918,43.500,11.800,4.90
1918,43.621,10.868,4.30
1918,44.133,12.100,4.71
1918,46.000,13.000,4.72
1918,43.500,12.200,4.51
1918,42.855,12.548,4.55
1918,45.778,9.631,4.97
1918,44.691,10.630,4.52
1918,37.655,14.851,4.30
1918,45.326,10.438,4.62
1918,46.000,14.017,4.72
1918,47.267,10.217,4.93
1918,43.917,11.933,5.88
1918,39.283,16.321,4.30
1918,38.600,16.050,4.51
1919,43.145,12.228,4.70
1919,38.167,15.583,4.51
1919,41.783,13.450,4.72
1919,43.957,11.482,6.29
1919,45.800,11.917,4.86
1919,42.793,11.788,5.32
1919,46.450,9.930,4.66
1919,44.133,10.533,4.51
1919,41.671,15.554,5.09
1919,41.383,12.561,5.48
1919,43.571,12.132,5.02
1919,46.280,7.320,4.60
1919,45.656,10.245,4.80
1919,44.173,7.760,4.90
1919,41.459,12.663,4.51
1920,42.283,13.283,4.72
1920,39.300,16.300,4.72
1920,42.900,13.500,4.51
1920,40.800,15.700,4.72
1920,46.317,7.567,3.90
1920,46.384,13.144,5.10
1920,43.033,15.033,5.30
1920,44.100,11.800,4.49
1920,41.650,13.750,4.71
1920,41.621,13.748,4.68
1920,40.000,14.000,5.44
1920,44.250,10.283,5.13
1920,44.185,10.278,6.48
1920,44.250,10.283,4.96
1920,44.250,10.283,4.68
1920,44.317,10.283,4.73
1920,43.300,11.300,4.51
1920,44.250,10.283,4.76
1921,43.300,12.500,4.72
1921,44.783,6.867,4.61
1921,44.377,9.882,4.73
1921,38.300,16.000,4.72
1921,41.400,13.983,4.72
1921,43.120,13.253,4.83
1921,45.771,11.768,4.41
1921,44.376,9.987,4.63
1922,42.684,11.865,4.38
1922,44.821,11.408,4.34
1922,43.148,13.286,4.89
1922,44.200,10.700,4.68
1922,43.700,13.450,4.50
1922,46.000,12.000,4.76
1922,41.793,13.632,5.19
1923,45.900,14.400,4.93
1923,42.200,13.233,4.72
1923,44.595,10.799,4.88
1923,43.200,13.300,4.72
1923,38.200,15.600,4.51
1923,44.667,6.750,4.71
1923,45.500,14.250,4.72
1923,40.677,15.449,4.96
1924,43.736,13.141,5.36
1924,41.700,8.500,5.03
1924,46.900,11.400,5.07
1924,41.340,14.788,4.60
1924,42.729,11.816,4.35
1924,42.500,15.500,4.90
1924,46.300,7.960,5.35
1924,40.895,14.771,4.70
1924,46.409,12.912,5.08
1924,46.620,10.552,4.70
1924,44.167,10.733,4.86
1924,37.132,14.879,4.73
1924,42.517,12.850,4.72
1924,44.400,8.950,4.51
1924,41.800,13.567,4.51
1924,38.700,13.217,4.93
1924,46.462,12.982,5.38
1925,37.813,14.370,4.80
1925,44.282,10.286,4.52
1925,43.200,10.900,4.72
1925,46.133,12.200,4.66
1925,42.500,7.500,4.97
1925,46.150,6.333,4.30
1925,41.264,15.898,4.48
1925,37.683,14.567,4.72
1925,41.882,16.180,4.92
1925,42.850,11.600,4.51
1925,45.333,14.500,4.59
1925,41.719,14.188,5.20
1926,45.761,14.282,5.85
1926,42.852,11.631,4.90
1926,44.488,10.487,4.16
1926,38.565,14.836,5.41
1926,46.500,13.000,4.89
1926,44.300,10.000,4.51
1926,42.025,13.503,4.48
1927,41.250,14.624,4.95
1927,46.500,9.900,4.66
1927,42.899,13.074,4.56
1927,37.700,13.900,4.72
1927,41.841,13.466,5.19
1927,44.520,9.590,4.88
1927,44.400,10.400,4.68
1927,43.400,12.500,4.72
1927,45.151,7.275,4.97
1927,41.700,12.701,4.93
1927,41.222,15.386,4.51
1928,38.000,14.400,4.51
1928,44.440,9.611,4.39
1928,38.544,16.037,5.83
1928,46.372,12.975,5.84
1928,43.026,11.503,4.51
1928,43.724,13.063,4.88
1928,44.797,10.872,4.78
1928,44.508,9.587,4.46
1928,46.400,13.000,4.51
1928,44.200,10.200,4.51
1928,39.400,17.100,4.51
1928,46.350,13.050,4.74
1928,46.183,6.867,4.30
1929,38.800,16.500,4.72
1929,41.800,13.783,4.75
1929,43.383,13.150,4.72
1929,38.200,15.600,4.51
1929,44.447,11.385,5.03
1929,44.500,11.333,5.02
1929,44.500,11.333,5.09
1929,,,
1929,44.481,11.150,5.34
1929,,,
1929,,,
1929,,,
1929,44.350,11.717,4.30
1929,42.800,12.800,4.51
1929,,,
1929,43.988,11.507,5.02
1929,46.400,14.267,4.72
1929,46.083,13.433,4.72
1929,46.670,10.220,3.90
1929,42.683,11.845,4.30
1930,46.350,13.033,4.72
1930,42.483,9.383,4.51
1930,45.833,14.250,4.72
1930,38.547,14.471,4.94
1930,42.767,13.283,4.77
1930,40.769,14.700,4.76
1930,42.500,15.500,4.97
1930,38.400,16.400,4.51
1930,46.609,12.347,4.97
1930,44.136,10.724,4.81
1930,45.317,6.583,4.58
1930,44.500,14.500,4.51
1930,41.068,15.318,6.62
1930,43.000,13.500,4.71
1930,44.600,10.600,4.70
1930,42.700,13.017,4.72
1930,47.400,10.700,5.42
1930,39.100,17.300,5.03
1930,43.659,13.331,5.81
1930,41.067,15.700,4.93
1930,42.883,13.300,4.51
1931,46.500,14.850,4.72
1931,44.250,10.100,4.68
1931,44.821,11.764,4.81
1931,44.194,11.710,4.80
1931,44.417,11.600,5.10
1931,45.974,10.666,4.92
1931,41.067,15.700,4.80
1931,42.565,12.153,4.16
1931,41.500,13.801,4.23
1931,44.541,11.021,4.42
1931,43.800,13.100,4.51
1931,42.450,12.533,4.72
1931,44.057,11.367,4.80
1931,42.700,13.000,4.72
1931,41.722,13.425,4.75
1931,41.000,15.700,4.51
1931,41.260,15.814,4.62
1931,44.070,11.494,4.85
1931,46.117,14.817,4.72
1931,46.259,13.104,5.21
1932,39.096,16.958,5.43
1932,44.667,6.783,4.51
1932,45.632,10.729,5.02
1932,40.633,16.900,4.80
1932,37.907,14.456,5.15
1932,40.310,15.907,4.30
1933,46.280,7.900,4.60
1933,39.000,17.000,4.51
1933,37.559,13.170,4.29
1933,41.023,15.351,4.97
1933,46.500,14.600,4.51
1933,44.417,6.467,4.93
1933,46.280,7.880,4.65
1933,42.079,14.093,5.95
1933,43.200,10.900,4.72
1933,47.400,10.700,4.98
1933,42.067,14.183,5.14
1934,45.800,10.100,4.56
1934,46.398,13.059,4.85
1934,46.287,12.540,4.94
1934,44.438,9.725,4.99
1934,40.233,16.012,4.59
1934,47.400,11.800,5.01
1934,37.439,14.580,4.95
1934,44.495,11.012,4.57
1934,39.283,16.333,4.93
1934,43.750,10.000,4.76
1934,44.555,13.723,5.34
1935,44.583,6.633,5.22
1935,44.260,11.876,5.16
1935,42.955,12.704,4.30
1935,40.475,15.849,4.30
1935,41.300,14.000,4.72
1936,46.250,14.550,4.93
1936,41.041,14.585,4.45
1936,43.013,12.660,4.36
1936,38.717,16.200,4.66
1936,42.703,11.842,3.91
1936,45.515,10.721,4.66
1936,41.783,14.108,4.37
1936,45.748,10.554,4.38
1936,38.201,15.000,4.84
1936,45.554,8.043,4.72
1936,46.089,12.380,6.12
1936,46.033,12.450,5.09
1936,43.145,13.223,4.79
1936,43.930,7.668,4.60
1937,46.500,13.000,4.71
1937,46.133,12.217,4.72
1937,43.900,13.100,4.43
1937,36.950,14.533,4.51
1937,46.346,10.548,4.70
1937,41.785,15.298,5.05
1937,44.764,10.338,4.65
1937,43.833,13.083,4.43
1937,44.334,10.834,5.17
1937,41.704,15.296,4.62
1937,44.667,6.717,4.72
